"","Location.Name","Rate.Year","Cohort.Graduation.Year","Total.Cohort","Total.Graduated","OffTrack.Other","Dropouts","Graduation.Rate","Dropout.Rate","gradyear","enrollyear"
"1","Allen Park Public Schools (82020)","4-Year",2009,363,309,26,28,0.8512,0.0744,2009,2005
"2","Allen Park Public Schools (82020)","5-Year",2008,371,326,22,23,0.8787,0.0593,2009,2004
"3","Allen Park Public Schools (82020)","6-Year",2007,343,299,22,22,0.8717,0.0641,2009,2003
"4","Crestwood School District (82230)","4-Year",2009,258,223,16,19,0.8643,0.0736,2009,2005
"5","Crestwood School District (82230)","5-Year",2008,290,274,5,11,0.9414,0.0379,2009,2004
"6","Crestwood School District (82230)","6-Year",2007,265,241,3,21,0.9094,0.0755,2009,2003
"7","Dearborn City School District (82030)","4-Year",2009,1475,1183,149,143,0.802,0.0969,2009,2005
"8","Dearborn City School District (82030)","5-Year",2008,1450,1239,34,177,0.8538,0.1214,2009,2004
"9","Dearborn City School District (82030)","6-Year",2007,1456,1197,9,250,0.8221,0.1717,2009,2003
"10","Dearborn Heights School District #7 (82040)","4-Year",2009,161,128,16,17,0.795,0.0994,2009,2005
"11","Dearborn Heights School District #7 (82040)","5-Year",2008,155,121,1,33,0.7806,0.2065,2009,2004
"12","Dearborn Heights School District #7 (82040)","6-Year",2007,170,141,-1,30,0.8294,0.1706,2009,2003
"13","Detroit City School District (82010)","4-Year",2009,8709,5195,1676,1838,0.5965,0.211,2009,2005
"14","Detroit City School District (82010)","5-Year",2008,9348,6010,534,2804,0.6429,0.2999,2009,2004
"15","Detroit City School District (82010)","6-Year",2007,9292,6093,206,2993,0.6557,0.322,2009,2003
"16","Ecorse Public Schools (82250)","4-Year",2009,125,65,29,31,0.52,0.248,2009,2005
"17","Ecorse Public Schools (82250)","5-Year",2008,140,71,15,54,0.5071,0.3786,2009,2004
"18","Ecorse Public Schools (82250)","6-Year",2007,143,83,1,59,0.5804,0.4056,2009,2003
"19","Flat Rock Community Schools (82180)","4-Year",2009,139,107,8,24,0.7626,0.1655,2009,2005
"20","Flat Rock Community Schools (82180)","5-Year",2008,138,113,-1,26,0.8116,0.1884,2009,2004
"21","Flat Rock Community Schools (82180)","6-Year",2007,131,122,-1,10,0.9237,0.0763,2009,2003
"22","Garden City Public Schools (82050)","4-Year",2009,560,324,161,75,0.5768,0.1339,2009,2005
"23","Garden City Public Schools (82050)","5-Year",2008,566,375,66,125,0.6608,0.2191,2009,2004
"24","Garden City Public Schools (82050)","6-Year",2007,561,365,28,168,0.6506,0.2977,2009,2003
"25","Gibraltar School District (82290)","4-Year",2009,302,261,23,18,0.8642,0.0596,2009,2005
"26","Gibraltar School District (82290)","5-Year",2008,267,248,-1,20,0.9251,0.0749,2009,2004
"27","Gibraltar School District (82290)","6-Year",2007,228,204,-1,25,0.8904,0.1096,2009,2003
"28","Grosse Ile Township Schools (82300)","4-Year",2009,162,145,10,7,0.8889,0.0432,2009,2005
"29","Grosse Ile Township Schools (82300)","5-Year",2008,183,179,-1,5,0.9727,0.0219,2009,2004
"30","Grosse Ile Township Schools (82300)","6-Year",2007,196,193,0,3,0.9796,0.0153,2009,2003
"31","Grosse Pointe Public Schools (82055)","4-Year",2009,792,757,22,13,0.9558,0.0164,2009,2005
"32","Grosse Pointe Public Schools (82055)","5-Year",2008,844,813,12,19,0.9621,0.0225,2009,2004
"33","Grosse Pointe Public Schools (82055)","6-Year",2007,760,739,2,19,0.9711,0.025,2009,2003
"34","Hamtramck, School District of the City of (82060)","4-Year",2009,262,136,60,66,0.5153,0.2481,2009,2005
"35","Hamtramck, School District of the City of (82060)","5-Year",2008,233,155,10,68,0.6652,0.2876,2009,2004
"36","Hamtramck, School District of the City of (82060)","6-Year",2007,235,161,1,73,0.6851,0.3064,2009,2003
"37","Harper Woods, The School District of the City of (82320)","4-Year",2009,96,84,6,6,0.875,0.0625,2009,2005
"38","Harper Woods, The School District of the City of (82320)","5-Year",2008,92,81,-1,12,0.8696,0.1196,2009,2004
"39","Harper Woods, The School District of the City of (82320)","6-Year",2007,91,83,-1,9,0.9011,0.0989,2009,2003
"40","Highland Park City Schools (82070)","4-Year",2009,584,214,131,239,0.3664,0.4092,2009,2005
"41","Highland Park City Schools (82070)","5-Year",2008,751,295,43,413,0.3915,0.5499,2009,2004
"42","Highland Park City Schools (82070)","6-Year",2007,739,266,14,459,0.3586,0.6198,2009,2003
"43","Huron School District (82340)","4-Year",2009,225,196,17,12,0.8711,0.0489,2009,2005
"44","Huron School District (82340)","5-Year",2008,205,181,3,21,0.8829,0.1024,2009,2004
"45","Huron School District (82340)","6-Year",2007,177,163,1,13,0.9209,0.0734,2009,2003
"46","Lincoln Park, School District of the City of (82090)","4-Year",2009,335,237,48,50,0.7045,0.1463,2009,2005
"47","Lincoln Park, School District of the City of (82090)","5-Year",2008,327,255,13,59,0.7768,0.1774,2009,2004
"48","Lincoln Park, School District of the City of (82090)","6-Year",2007,343,278,4,61,0.8076,0.1778,2009,2003
"49","Livonia Public Schools School District (82095)","4-Year",2009,1536,1364,111,61,0.888,0.0391,2009,2005
"50","Livonia Public Schools School District (82095)","5-Year",2008,1539,1419,43,77,0.9214,0.0494,2009,2004
"51","Livonia Public Schools School District (82095)","6-Year",2007,1558,1434,40,84,0.9198,0.0539,2009,2003
"52","Melvindale-North Allen Park Schools (82045)","4-Year",2009,187,158,10,19,0.8449,0.1016,2009,2005
"53","Melvindale-North Allen Park Schools (82045)","5-Year",2008,195,164,2,29,0.841,0.1436,2009,2004
"54","Melvindale-North Allen Park Schools (82045)","6-Year",2007,181,157,-1,25,0.8674,0.1326,2009,2003
"55","Northville Public Schools (82390)","4-Year",2009,583,563,12,8,0.964,0.0137,2009,2005
"56","Northville Public Schools (82390)","5-Year",2008,548,525,18,5,0.958,0.0091,2009,2004
"57","Northville Public Schools (82390)","6-Year",2007,504,474,24,6,0.9385,0.0119,2009,2003
"58","Plymouth-Canton Community Schools (82100)","4-Year",2009,1504,1318,130,56,0.8763,0.0372,2009,2005
"59","Plymouth-Canton Community Schools (82100)","5-Year",2008,1532,1364,58,110,0.8903,0.0718,2009,2004
"60","Plymouth-Canton Community Schools (82100)","6-Year",2007,1441,1297,15,129,0.8994,0.0895,2009,2003
"61","Redford Union Schools, District No. 1 (82110)","4-Year",2009,380,260,60,60,0.6816,0.1553,2009,2005
"62","Redford Union Schools, District No. 1 (82110)","5-Year",2008,342,252,14,76,0.7368,0.2222,2009,2004
"63","Redford Union Schools, District No. 1 (82110)","6-Year",2007,333,256,0,77,0.7658,0.2312,2009,2003
"64","River Rouge, School District of the City of (82120)","4-Year",2009,119,79,16,24,0.6555,0.1933,2009,2005
"65","River Rouge, School District of the City of (82120)","5-Year",2008,116,74,7,35,0.6379,0.3017,2009,2004
"66","River Rouge, School District of the City of (82120)","6-Year",2007,136,108,1,27,0.7868,0.1985,2009,2003
"67","Riverview Community School District (82400)","4-Year",2009,227,208,10,9,0.9119,0.0396,2009,2005
"68","Riverview Community School District (82400)","5-Year",2008,231,218,1,12,0.9437,0.0519,2009,2004
"69","Riverview Community School District (82400)","6-Year",2007,232,220,0,12,0.944,0.0517,2009,2003
"70","Romulus Community Schools (82130)","4-Year",2009,454,318,91,45,0.7004,0.0991,2009,2005
"71","Romulus Community Schools (82130)","5-Year",2008,452,338,36,78,0.7456,0.1704,2009,2004
"72","Romulus Community Schools (82130)","6-Year",2007,422,323,28,71,0.7654,0.1659,2009,2003
"73","School District of the City of Inkster (82080)","4-Year",2009,343,182,79,82,0.5306,0.2362,2009,2005
"74","School District of the City of Inkster (82080)","5-Year",2008,300,148,34,118,0.4933,0.3933,2009,2004
"75","School District of the City of Inkster (82080)","6-Year",2007,233,129,9,95,0.5494,0.4077,2009,2003
"76","South Redford School District (82140)","4-Year",2009,271,230,15,26,0.8487,0.0923,2009,2005
"77","South Redford School District (82140)","5-Year",2008,262,222,12,28,0.8473,0.1031,2009,2004
"78","South Redford School District (82140)","6-Year",2007,227,207,0,20,0.9075,0.0881,2009,2003
"79","Southgate Community School District (82405)","4-Year",2009,780,382,189,209,0.4885,0.2679,2009,2005
"80","Southgate Community School District (82405)","5-Year",2008,912,458,252,202,0.5011,0.2204,2009,2004
"81","Southgate Community School District (82405)","6-Year",2007,859,454,94,311,0.5274,0.3609,2009,2003
"82","Taylor School District (82150)","4-Year",2009,822,585,116,121,0.7105,0.146,2009,2005
"83","Taylor School District (82150)","5-Year",2008,851,693,16,142,0.8143,0.1657,2009,2004
"84","Taylor School District (82150)","6-Year",2007,802,645,5,152,0.803,0.1883,2009,2003
"85","Trenton Public Schools (82155)","4-Year",2009,220,199,12,9,0.9045,0.0409,2009,2005
"86","Trenton Public Schools (82155)","5-Year",2008,233,220,2,11,0.9442,0.0472,2009,2004
"87","Trenton Public Schools (82155)","6-Year",2007,247,239,-1,9,0.9636,0.0364,2009,2003
"88","Van Buren Public Schools (82430)","4-Year",2009,524,460,13,51,0.876,0.0973,2009,2005
"89","Van Buren Public Schools (82430)","5-Year",2008,578,506,4,68,0.8754,0.1176,2009,2004
"90","Van Buren Public Schools (82430)","6-Year",2007,520,460,3,57,0.8846,0.1096,2009,2003
"91","Wayne-Westland Community School District (82160)","4-Year",2009,1144,813,186,145,0.7098,0.1259,2009,2005
"92","Wayne-Westland Community School District (82160)","5-Year",2008,1094,846,56,192,0.7733,0.1746,2009,2004
"93","Wayne-Westland Community School District (82160)","6-Year",2007,1079,840,26,213,0.7776,0.1974,2009,2003
"94","Westwood Community School District (82240)","4-Year",2009,251,135,80,36,0.5339,0.1434,2009,2005
"95","Westwood Community School District (82240)","5-Year",2008,204,142,9,53,0.6912,0.2598,2009,2004
"96","Westwood Community School District (82240)","6-Year",2007,199,136,3,60,0.6834,0.3015,2009,2003
"97","Woodhaven-Brownstown School District (82365)","4-Year",2009,423,353,34,36,0.8322,0.0851,2009,2005
"98","Woodhaven-Brownstown School District (82365)","5-Year",2008,421,378,5,38,0.8955,0.0879,2009,2004
"99","Woodhaven-Brownstown School District (82365)","6-Year",2007,384,336,0,48,0.875,0.125,2009,2003
"100","Wyandotte, School District of the City of (82170)","4-Year",2009,361,283,55,23,0.7812,0.0637,2009,2005
"101","Wyandotte, School District of the City of (82170)","5-Year",2008,361,293,36,32,0.8089,0.0886,2009,2004
"102","Wyandotte, School District of the City of (82170)","6-Year",2007,408,340,36,32,0.8333,0.076,2009,2003
"103","Academy for Business and Technology (82921)","4-Year",2009,66,53,5,8,0.803,0.1061,2009,2005
"104","Academy for Business and Technology (82921)","5-Year",2008,80,61,3,16,0.7625,0.2,2009,2004
"105","Academy for Business and Technology (82921)","6-Year",2007,58,42,-1,17,0.7069,0.2931,2009,2003
"106","Academy of Inkster (82961)","4-Year",2009,53,43,7,3,0.7925,0.0566,2009,2005
"107","Academy of Inkster (82961)","5-Year",2008,60,51,0,9,0.85,0.15,2009,2004
"108","Academy of Inkster (82961)","6-Year",2007,35,30,-1,6,0.8286,0.1714,2009,2003
"109","ACE Academy (SDA) (82998)","4-Year",2009,55,3,23,29,0.0364,0.5091,2009,2005
"110","ACE Academy (SDA) (82998)","5-Year",2008,28,6,9,13,0.1786,0.4286,2009,2004
"111","ACE Academy (SDA) (82998)","6-Year",2007,11,3,1,7,0.2727,0.5455,2009,2003
"112","Advanced Technology Academy (63914)","4-Year",2009,66,61,3,2,0.9242,0.0303,2009,2005
"113","Advanced Technology Academy (63914)","5-Year",2008,67,63,0,4,0.9254,0.0597,2009,2004
"114","Advanced Technology Academy (63914)","6-Year",2007,65,49,-1,17,0.7538,0.2462,2009,2003
"115","Aisha Shule/WEB Dubois Prep. Academy School (82903)","4-Year",2009,29,19,5,5,0.6207,0.1724,2009,2005
"116","Aisha Shule/WEB Dubois Prep. Academy School (82903)","5-Year",2008,31,21,1,9,0.6774,0.2903,2009,2004
"117","Aisha Shule/WEB Dubois Prep. Academy School (82903)","6-Year",2007,20,18,0,2,0.9,0.1,2009,2003
"118","Allen Academy (82955)","4-Year",2009,37,31,2,4,0.8378,0.0811,2009,2005
"119","Allen Academy (82955)","5-Year",2008,32,2,0,30,0.0625,0.9375,2009,2004
"120","Allen Academy (82955)","6-Year",2007,20,17,1,2,0.85,0.1,2009,2003
"121","Blanche Kelso Bruce Academy (82971)","4-Year",2009,145,0,66,79,0,0.5448,2009,2005
"122","Blanche Kelso Bruce Academy (82971)","5-Year",2008,107,0,13,94,0,0.8692,2009,2004
"123","Blanche Kelso Bruce Academy (82971)","6-Year",2007,93,0,3,90,0,0.9677,2009,2003
"124","Casa Richard Academy (82902)","4-Year",2009,38,15,4,19,0.3947,0.4737,2009,2005
"125","Casa Richard Academy (82902)","5-Year",2008,40,4,2,34,0.1,0.85,2009,2004
"126","Casa Richard Academy (82902)","6-Year",2007,40,21,0,19,0.525,0.475,2009,2003
"127","Cesar Chavez Academy (82918)","4-Year",2009,138,87,7,44,0.6232,0.3116,2009,2005
"128","Cesar Chavez Academy (82918)","5-Year",2008,115,80,0,35,0.687,0.2957,2009,2004
"129","Cesar Chavez Academy (82918)","6-Year",2007,106,59,-1,48,0.5566,0.4434,2009,2003
"130","Charlotte Forten Academy (82936)","4-Year",2009,56,18,1,37,0.3214,0.6607,2009,2005
"131","Charlotte Forten Academy (82936)","5-Year",2008,108,39,1,68,0.3519,0.6204,2009,2004
"132","Charlotte Forten Academy (82936)","6-Year",2007,108,54,0,54,0.5,0.5,2009,2003
"133","Cherry Hill School of Performing Arts (82960)","4-Year",2009,95,58,7,30,0.6105,0.3053,2009,2005
"134","Cherry Hill School of Performing Arts (82960)","5-Year",2008,76,57,1,18,0.75,0.2368,2009,2004
"135","Cherry Hill School of Performing Arts (82960)","6-Year",2007,61,54,-1,8,0.8689,0.1311,2009,2003
"136","Clara B. Ford Academy (SDA) (82996)","4-Year",2009,41,6,12,23,0.1463,0.5366,2009,2005
"137","Clara B. Ford Academy (SDA) (82996)","5-Year",2008,23,6,4,13,0.2174,0.5652,2009,2004
"138","Covenant House Academy Detroit (82991)","4-Year",2009,194,10,90,94,0.0464,0.4794,2009,2005
"139","Covenant House Academy Detroit (82991)","5-Year",2008,160,20,22,118,0.1188,0.7375,2009,2004
"140","Covenant House Academy Detroit (82991)","6-Year",2007,83,15,9,59,0.1687,0.7108,2009,2003
"141","Covenant House Academy East (82990)","4-Year",2009,193,20,80,93,0.1036,0.4767,2009,2005
"142","Covenant House Academy East (82990)","5-Year",2008,201,28,29,144,0.1393,0.7164,2009,2004
"143","Covenant House Academy East (82990)","6-Year",2007,166,50,5,111,0.2952,0.6627,2009,2003
"144","Covenant House Academy Southwest (82989)","4-Year",2009,168,8,60,100,0.0417,0.5893,2009,2005
"145","Covenant House Academy Southwest (82989)","5-Year",2008,185,31,22,132,0.1622,0.7135,2009,2004
"146","Covenant House Academy Southwest (82989)","6-Year",2007,126,30,2,94,0.2302,0.7381,2009,2003
"147","Detroit Academy of Arts and Sciences (82929)","4-Year",2009,194,143,14,37,0.732,0.1907,2009,2005
"148","Detroit Academy of Arts and Sciences (82929)","5-Year",2008,175,152,0,23,0.8629,0.1314,2009,2004
"149","Detroit Academy of Arts and Sciences (82929)","6-Year",2007,161,135,-1,27,0.8385,0.1615,2009,2003
"150","Detroit Community Schools (82925)","4-Year",2009,137,108,6,23,0.7883,0.1606,2009,2005
"151","Detroit Community Schools (82925)","5-Year",2008,112,103,2,7,0.9196,0.0625,2009,2004
"152","Detroit Community Schools (82925)","6-Year",2007,102,89,1,12,0.8725,0.1176,2009,2003
"153","Detroit Midtown Academy (82964)","4-Year",2009,82,51,16,15,0.6098,0.1829,2009,2005
"154","Detroit Midtown Academy (82964)","5-Year",2008,33,7,1,25,0.2121,0.7273,2009,2004
"155","Detroit Midtown Academy (82964)","6-Year",2007,32,18,0,14,0.5625,0.4375,2009,2003
"156","Frontier International Academy (82987)","4-Year",2009,40,24,11,5,0.6,0.125,2009,2005
"157","Frontier International Academy (82987)","5-Year",2008,25,18,2,5,0.72,0.2,2009,2004
"158","George Crockett Academy (82937)","4-Year",2009,11,11,0,0,1,0,2009,2005
"159","HEART Academy (82927)","4-Year",2009,31,26,1,4,0.8065,0.129,2009,2005
"160","HEART Academy (82927)","5-Year",2008,26,25,-1,2,0.9615,0.0385,2009,2004
"161","HEART Academy (82927)","6-Year",2007,43,40,-1,4,0.907,0.093,2009,2003
"162","Henry Ford Academy (82926)","4-Year",2009,106,97,6,3,0.9057,0.0283,2009,2005
"163","Henry Ford Academy (82926)","5-Year",2008,116,112,-1,5,0.9569,0.0345,2009,2004
"164","Henry Ford Academy (82926)","6-Year",2007,109,104,-1,6,0.9541,0.0459,2009,2003
"165","Hope of Detroit Academy (82957)","4-Year",2009,17,13,-1,5,0.7059,0.2353,2009,2005
"166","Hope of Detroit Academy (82957)","6-Year",2007,12,9,0,3,0.75,0.25,2009,2003
"167","Life Skills Center of Metropolitan Detroit (82978)","4-Year",2009,209,16,80,113,0.0718,0.5359,2009,2005
"168","Life Skills Center of Metropolitan Detroit (82978)","5-Year",2008,229,29,26,174,0.1223,0.7598,2009,2004
"169","Life Skills Center of Metropolitan Detroit (82978)","6-Year",2007,233,53,11,169,0.2232,0.7253,2009,2003
"170","Marvin L. Winans Academy of Performing Arts (82924)","4-Year",2009,88,74,1,13,0.8409,0.1364,2009,2005
"171","Marvin L. Winans Academy of Performing Arts (82924)","5-Year",2008,68,59,-1,10,0.8676,0.1324,2009,2004
"172","Marvin L. Winans Academy of Performing Arts (82924)","6-Year",2007,74,61,0,13,0.8243,0.1622,2009,2003
"173","Michigan Health Academy (82917)","4-Year",2009,40,32,2,6,0.8,0.15,2009,2005
"174","Michigan Health Academy (82917)","5-Year",2008,39,32,-1,8,0.7949,0.2051,2009,2004
"175","Michigan Health Academy (82917)","6-Year",2007,28,21,-1,8,0.7143,0.2857,2009,2003
"176","Michigan Technical Academy (82907)","4-Year",2009,73,52,7,14,0.7123,0.1781,2009,2005
"177","Michigan Technical Academy (82907)","5-Year",2008,79,54,-1,26,0.6835,0.3165,2009,2004
"178","Michigan Technical Academy (82907)","6-Year",2007,66,32,-1,35,0.4697,0.5303,2009,2003
"179","Oakland International Academy (63912)","4-Year",2009,20,18,1,1,0.9,0.05,2009,2005
"180","Oakland International Academy (63912)","5-Year",2008,15,12,0,3,0.8,0.2,2009,2004
"181","Oakland International Academy (63912)","6-Year",2007,10,9,0,1,0.9,0.1,2009,2003
"182","Old Redford Academy (82956)","4-Year",2009,124,98,2,24,0.7903,0.1855,2009,2005
"183","Old Redford Academy (82956)","5-Year",2008,99,85,0,14,0.8485,0.1414,2009,2004
"184","Old Redford Academy (82956)","6-Year",2007,71,62,-1,10,0.8732,0.1268,2009,2003
"185","Riverside Academy (82975)","4-Year",2009,23,21,0,2,0.8696,0.0435,2009,2005
"186","Riverside Academy (82975)","5-Year",2008,12,12,0,0,1,0,2009,2004
"187","Ross-Hill Academy (82948)","4-Year",2009,21,12,2,7,0.5714,0.3333,2009,2005
"188","Ross-Hill Academy (82948)","5-Year",2008,18,13,1,4,0.6667,0.2222,2009,2004
"189","Star International Academy (82941)","4-Year",2009,51,49,-1,3,0.9412,0.0588,2009,2005
"190","Star International Academy (82941)","5-Year",2008,75,70,1,4,0.9333,0.0533,2009,2004
"191","Star International Academy (82941)","6-Year",2007,53,46,-1,8,0.8679,0.1321,2009,2003
"192","Summit Academy North (82938)","4-Year",2009,109,84,7,18,0.7615,0.156,2009,2005
"193","Summit Academy North (82938)","5-Year",2008,99,89,-1,11,0.8889,0.1111,2009,2004
"194","Summit Academy North (82938)","6-Year",2007,94,79,-1,16,0.8298,0.1702,2009,2003
"195","Trillium Academy (82973)","4-Year",2009,24,20,1,3,0.7917,0.125,2009,2005
"196","Universal Academy (82950)","4-Year",2009,31,26,3,2,0.8387,0.0645,2009,2005
"197","Universal Academy (82950)","5-Year",2008,25,21,0,4,0.84,0.16,2009,2004
"198","Universal Academy (82950)","6-Year",2007,25,20,0,5,0.8,0.2,2009,2003
"199","University Preparatory Academy (PSAD) (82702)","4-Year",2009,135,123,7,5,0.9111,0.037,2009,2005
"200","University Preparatory Academy (PSAD) (82702)","5-Year",2008,122,122,0,0,1,0,2009,2004
"201","University Preparatory Academy (PSAD) (82702)","6-Year",2007,138,128,1,9,0.9275,0.0652,2009,2003
"202","Voyageur Academy (82940)","4-Year",2009,74,62,1,11,0.8378,0.1486,2009,2005
"203","Voyageur Academy (82940)","5-Year",2008,89,84,-1,6,0.9438,0.0562,2009,2004
"204","Voyageur Academy (82940)","6-Year",2007,71,67,-1,5,0.9296,0.0704,2009,2003
"205","Weston Preparatory Academy (82943)","4-Year",2009,60,44,10,6,0.7333,0.1,2009,2005
"206","Weston Preparatory Academy (82943)","5-Year",2008,61,42,-1,20,0.6885,0.3115,2009,2004
"207","Weston Preparatory Academy (82943)","6-Year",2007,63,46,0,17,0.7143,0.2698,2009,2003
"208","Allen Park Public Schools (82020)","4-Year",2010,333,278,25,30,0.8348,0.0871,2010,2006
"209","Allen Park Public Schools (82020)","5-Year",2009,364,318,9,37,0.8736,0.1016,2010,2005
"210","Allen Park Public Schools (82020)","6-Year",2008,366,329,17,20,0.8962,0.0546,2010,2004
"211","Crestwood School District (82230)","4-Year",2010,323,295,10,18,0.9133,0.0557,2010,2006
"212","Crestwood School District (82230)","5-Year",2009,256,233,-2,25,0.9063,0.0938,2010,2005
"213","Crestwood School District (82230)","6-Year",2008,289,276,1,12,0.9516,0.0381,2010,2004
"214","Dearborn City School District (82030)","4-Year",2010,1392,1108,135,149,0.7953,0.107,2010,2006
"215","Dearborn City School District (82030)","5-Year",2009,1460,1223,26,211,0.837,0.1445,2010,2005
"216","Dearborn City School District (82030)","6-Year",2008,1446,1237,13,196,0.8548,0.1349,2010,2004
"217","Dearborn Heights School District #7 (82040)","4-Year",2010,171,140,14,17,0.8129,0.0994,2010,2006
"218","Dearborn Heights School District #7 (82040)","5-Year",2009,154,135,0,19,0.8766,0.1169,2010,2005
"219","Dearborn Heights School District #7 (82040)","6-Year",2008,151,121,2,28,0.8013,0.1854,2010,2004
"220","Detroit City School District (82010)","4-Year",2010,7895,4917,1470,1508,0.6227,0.1909,2010,2006
"221","Detroit City School District (82010)","5-Year",2009,8463,5681,557,2225,0.6712,0.2629,2010,2005
"222","Detroit City School District (82010)","6-Year",2008,9168,6179,301,2688,0.6739,0.2931,2010,2004
"223","Ecorse Public Schools (82250)","4-Year",2010,138,80,25,33,0.5725,0.2319,2010,2006
"224","Ecorse Public Schools (82250)","5-Year",2009,121,75,10,36,0.6116,0.2893,2010,2005
"225","Ecorse Public Schools (82250)","6-Year",2008,138,78,3,57,0.558,0.4058,2010,2004
"226","Flat Rock Community Schools (82180)","4-Year",2010,143,109,16,18,0.7622,0.1189,2010,2006
"227","Flat Rock Community Schools (82180)","5-Year",2009,130,108,0,22,0.8231,0.1692,2010,2005
"228","Flat Rock Community Schools (82180)","6-Year",2008,135,112,1,22,0.8296,0.1556,2010,2004
"229","Garden City Public Schools (82050)","4-Year",2010,570,344,137,89,0.6035,0.1561,2010,2006
"230","Garden City Public Schools (82050)","5-Year",2009,589,391,75,123,0.6638,0.2088,2010,2005
"231","Garden City Public Schools (82050)","6-Year",2008,571,390,32,149,0.683,0.2609,2010,2004
"232","Gibraltar School District (82290)","4-Year",2010,277,236,29,12,0.8484,0.0433,2010,2006
"233","Gibraltar School District (82290)","5-Year",2009,294,270,2,22,0.915,0.0748,2010,2005
"234","Gibraltar School District (82290)","6-Year",2008,266,248,-1,19,0.9286,0.0677,2010,2004
"235","Grosse Ile Township Schools (82300)","4-Year",2010,142,138,1,3,0.9648,0.0141,2010,2006
"236","Grosse Ile Township Schools (82300)","5-Year",2009,160,150,0,10,0.9375,0.0563,2010,2005
"237","Grosse Ile Township Schools (82300)","6-Year",2008,182,178,-1,5,0.978,0.022,2010,2004
"238","Grosse Pointe Public Schools (82055)","4-Year",2010,771,737,10,24,0.9559,0.0311,2010,2006
"239","Grosse Pointe Public Schools (82055)","5-Year",2009,790,763,10,17,0.9646,0.0215,2010,2005
"240","Grosse Pointe Public Schools (82055)","6-Year",2008,839,812,9,18,0.9678,0.0203,2010,2004
"241","Hamtramck, School District of the City of (82060)","4-Year",2010,305,162,65,78,0.5279,0.2525,2010,2006
"242","Hamtramck, School District of the City of (82060)","5-Year",2009,277,160,28,89,0.5776,0.3177,2010,2005
"243","Hamtramck, School District of the City of (82060)","6-Year",2008,241,156,4,81,0.6473,0.332,2010,2004
"244","Harper Woods, The School District of the City of (82320)","4-Year",2010,98,83,4,11,0.8469,0.1122,2010,2006
"245","Harper Woods, The School District of the City of (82320)","5-Year",2009,91,86,0,5,0.9341,0.0549,2010,2005
"246","Harper Woods, The School District of the City of (82320)","6-Year",2008,91,80,-1,12,0.8791,0.1209,2010,2004
"247","Highland Park City Schools (82070)","4-Year",2010,383,146,66,171,0.3786,0.4439,2010,2006
"248","Highland Park City Schools (82070)","5-Year",2009,510,211,37,262,0.4137,0.5118,2010,2005
"249","Highland Park City Schools (82070)","6-Year",2008,712,291,27,394,0.4087,0.552,2010,2004
"250","Huron School District (82340)","4-Year",2010,188,157,20,11,0.8298,0.0532,2010,2006
"251","Huron School District (82340)","5-Year",2009,217,201,3,13,0.9217,0.0553,2010,2005
"252","Huron School District (82340)","6-Year",2008,199,180,-1,20,0.9045,0.0955,2010,2004
"253","Lincoln Park, School District of the City of (82090)","4-Year",2010,271,204,44,23,0.7491,0.0812,2010,2006
"254","Lincoln Park, School District of the City of (82090)","5-Year",2009,301,248,7,46,0.8239,0.1528,2010,2005
"255","Lincoln Park, School District of the City of (82090)","6-Year",2008,312,254,4,54,0.8109,0.1699,2010,2004
"256","Livonia Public Schools School District (82095)","4-Year",2010,1589,1409,128,52,0.8861,0.0321,2010,2006
"257","Livonia Public Schools School District (82095)","5-Year",2009,1540,1401,51,88,0.9091,0.0565,2010,2005
"258","Livonia Public Schools School District (82095)","6-Year",2008,1540,1425,37,78,0.9253,0.0506,2010,2004
"259","Melvindale-North Allen Park Schools (82045)","4-Year",2010,198,163,17,18,0.8182,0.0859,2010,2006
"260","Melvindale-North Allen Park Schools (82045)","5-Year",2009,186,164,-1,23,0.8817,0.1183,2010,2005
"261","Melvindale-North Allen Park Schools (82045)","6-Year",2008,194,167,-1,28,0.8557,0.1443,2010,2004
"262","Northville Public Schools (82390)","4-Year",2010,548,524,15,9,0.9562,0.0146,2010,2006
"263","Northville Public Schools (82390)","5-Year",2009,580,561,10,9,0.9672,0.0138,2010,2005
"264","Northville Public Schools (82390)","6-Year",2008,551,526,19,6,0.9546,0.0091,2010,2004
"265","Plymouth-Canton Community Schools (82100)","4-Year",2010,1509,1304,147,58,0.8635,0.0384,2010,2006
"266","Plymouth-Canton Community Schools (82100)","5-Year",2009,1509,1371,43,95,0.9079,0.0623,2010,2005
"267","Plymouth-Canton Community Schools (82100)","6-Year",2008,1525,1371,30,124,0.899,0.0807,2010,2004
"268","Redford Union Schools, District No. 1 (82110)","4-Year",2010,337,259,30,48,0.7656,0.1395,2010,2006
"269","Redford Union Schools, District No. 1 (82110)","5-Year",2009,353,278,5,70,0.7875,0.1983,2010,2005
"270","Redford Union Schools, District No. 1 (82110)","6-Year",2008,336,254,1,81,0.753,0.2381,2010,2004
"271","River Rouge, School District of the City of (82120)","4-Year",2010,90,55,26,9,0.6111,0.0889,2010,2006
"272","River Rouge, School District of the City of (82120)","5-Year",2009,124,86,8,30,0.6855,0.2419,2010,2005
"273","River Rouge, School District of the City of (82120)","6-Year",2008,112,75,-1,38,0.6696,0.3304,2010,2004
"274","Riverview Community School District (82400)","4-Year",2010,233,203,18,12,0.8712,0.0515,2010,2006
