Location.Name,Rate.Year,Cohort.Graduation.Year,Total.Cohort,Total.Graduated,OffTrack.Other,Dropouts,Graduation.Rate,Dropout.Rate,gradyear,enrollyear,School.Name,ZIP.Code,Latitude,Longitude
South Redford School District (82140),4-Year,2014,235,214,10,11,0.9106,0.0426,2014,2010,South Redford School District,48239,42.37668417,-83.29512907
South Redford School District (82140),6-Year,2012,271,245,0,26,0.9004,0.0923,2014,2008,South Redford School District,48239,42.37668417,-83.29512907
Southgate Community School District (82405),5-Year,2010,902,429,261,212,0.4756,0.235,2011,2006,Southgate Community School District,48195,42.20377264,-83.20638664
Southgate Community School District (82405),4-Year,2010,799,402,280,117,0.5019,0.1464,2010,2006,Southgate Community School District,48195,42.20377264,-83.20638664
Southgate Community School District (82405),4-Year,2011,779,333,348,98,0.4262,0.1258,2011,2007,Southgate Community School District,48195,42.20377264,-83.20638664
Southgate Community School District (82405),4-Year,2012,742,342,152,248,0.4609,0.3342,2012,2008,Southgate Community School District,48195,42.20377264,-83.20638664
Southgate Community School District (82405),6-Year,2009,953,495,161,297,0.5184,0.3116,2011,2005,Southgate Community School District,48195,42.20377264,-83.20638664
Southgate Community School District (82405),5-Year,2014,684,365,62,257,0.5322,0.3743,2015,2010,Southgate Community School District,48195,42.20377264,-83.20638664
Southgate Community School District (82405),5-Year,2009,917,489,223,205,0.5322,0.2225,2010,2005,Southgate Community School District,48195,42.20377264,-83.20638664
Southgate Community School District (82405),4-Year,2013,668,302,155,211,0.4506,0.3144,2013,2009,Southgate Community School District,48195,42.20377264,-83.20638664
Southgate Community School District (82405),4-Year,2015,583,301,113,169,0.5146,0.2882,2015,2011,Southgate Community School District,48195,42.20377264,-83.20638664
Southgate Community School District (82405),6-Year,2007,859,454,94,311,0.5274,0.3609,2009,2003,Southgate Community School District,48195,42.20377264,-83.20638664
Southgate Community School District (82405),6-Year,2013,765,340,68,357,0.4444,0.4654,2015,2009,Southgate Community School District,48195,42.20377264,-83.20638664
Southgate Community School District (82405),4-Year,2009,780,382,189,209,0.4885,0.2679,2009,2005,Southgate Community School District,48195,42.20377264,-83.20638664
Southgate Community School District (82405),5-Year,2008,912,458,252,202,0.5011,0.2204,2009,2004,Southgate Community School District,48195,42.20377264,-83.20638664
Southgate Community School District (82405),6-Year,2008,955,486,137,332,0.5079,0.3466,2010,2004,Southgate Community School District,48195,42.20377264,-83.20638664
Southgate Community School District (82405),5-Year,2011,856,409,246,201,0.4778,0.2348,2012,2007,Southgate Community School District,48195,42.20377264,-83.20638664
Southgate Community School District (82405),6-Year,2010,941,461,119,361,0.4899,0.3836,2012,2006,Southgate Community School District,48195,42.20377264,-83.20638664
Southgate Community School District (82405),6-Year,2011,895,444,85,366,0.495,0.4089,2013,2007,Southgate Community School District,48195,42.20377264,-83.20638664
Southgate Community School District (82405),4-Year,2014,638,322,145,171,0.5047,0.268,2014,2010,Southgate Community School District,48195,42.20377264,-83.20638664
Southgate Community School District (82405),5-Year,2013,747,331,108,308,0.4431,0.411,2014,2009,Southgate Community School District,48195,42.20377264,-83.20638664
Southgate Community School District (82405),6-Year,2012,869,416,74,379,0.4776,0.435,2014,2008,Southgate Community School District,48195,42.20377264,-83.20638664
Southgate Community School District (82405),5-Year,2012,813,400,115,298,0.4908,0.3665,2013,2008,Southgate Community School District,48195,42.20377264,-83.20638664
Star International Academy (82941),5-Year,2009,50,48,0,2,0.96,0.04,2010,2005,Star International Academy,48127,42.33056222,-83.27747884
Star International Academy (82941),5-Year,2014,69,69,0,0,1,0,2015,2010,Star International Academy,48127,42.33056222,-83.27747884
Star International Academy (82941),4-Year,2012,73,65,2,6,0.8904,0.0685,2012,2008,Star International Academy,48127,42.33056222,-83.27747884
Star International Academy (82941),4-Year,2009,51,49,-1,3,0.9412,0.0588,2009,2005,Star International Academy,48127,42.33056222,-83.27747884
Star International Academy (82941),6-Year,2008,75,70,1,4,0.9333,0.0533,2010,2004,Star International Academy,48127,42.33056222,-83.27747884
Star International Academy (82941),5-Year,2011,82,73,-1,10,0.8902,0.1098,2012,2007,Star International Academy,48127,42.33056222,-83.27747884
Star International Academy (82941),4-Year,2010,64,49,-1,16,0.7656,0.2344,2010,2006,Star International Academy,48127,42.33056222,-83.27747884
Star International Academy (82941),6-Year,2009,50,48,0,2,0.96,0.04,2011,2005,Star International Academy,48127,42.33056222,-83.27747884
Star International Academy (82941),6-Year,2013,72,72,0,0,1,0,2015,2009,Star International Academy,48127,42.33056222,-83.27747884
Star International Academy (82941),6-Year,2007,53,46,-1,8,0.8679,0.1321,2009,2003,Star International Academy,48127,42.33056222,-83.27747884
Star International Academy (82941),4-Year,2013,78,72,1,5,0.9103,0.0641,2013,2009,Star International Academy,48127,42.33056222,-83.27747884
Star International Academy (82941),6-Year,2012,72,67,-1,6,0.9167,0.0833,2014,2008,Star International Academy,48127,42.33056222,-83.27747884
Star International Academy (82941),5-Year,2010,60,50,-1,11,0.8167,0.1833,2011,2006,Star International Academy,48127,42.33056222,-83.27747884
Star International Academy (82941),4-Year,2015,88,87,1,0,0.9886,0,2015,2011,Star International Academy,48127,42.33056222,-83.27747884
Star International Academy (82941),5-Year,2008,75,70,1,4,0.9333,0.0533,2009,2004,Star International Academy,48127,42.33056222,-83.27747884
Star International Academy (82941),4-Year,2011,82,72,0,10,0.878,0.1098,2011,2007,Star International Academy,48127,42.33056222,-83.27747884
Star International Academy (82941),4-Year,2014,70,68,0,2,0.9714,0.0143,2014,2010,Star International Academy,48127,42.33056222,-83.27747884
Star International Academy (82941),5-Year,2012,73,66,-1,8,0.9041,0.0959,2013,2008,Star International Academy,48127,42.33056222,-83.27747884
Star International Academy (82941),6-Year,2011,82,73,-1,10,0.8902,0.1098,2013,2007,Star International Academy,48127,42.33056222,-83.27747884
Star International Academy (82941),6-Year,2010,60,50,-1,11,0.8167,0.1833,2012,2006,Star International Academy,48127,42.33056222,-83.27747884
Star International Academy (82941),5-Year,2013,75,72,-1,4,0.9467,0.0533,2014,2009,Star International Academy,48127,42.33056222,-83.27747884
Summit Academy North (82938),5-Year,2010,109,101,1,7,0.9266,0.0642,2011,2006,Summit Academy North,48174,42.22223124,-83.38534981
Summit Academy North (82938),4-Year,2010,109,101,-1,9,0.9266,0.0734,2010,2006,Summit Academy North,48174,42.22223124,-83.38534981
Summit Academy North (82938),5-Year,2009,102,84,0,18,0.8235,0.1667,2010,2005,Summit Academy North,48174,42.22223124,-83.38534981
Summit Academy North (82938),5-Year,2013,139,135,-1,5,0.9712,0.0288,2014,2009,Summit Academy North,48174,42.22223124,-83.38534981
Summit Academy North (82938),4-Year,2014,170,162,4,4,0.9529,0.0235,2014,2010,Summit Academy North,48174,42.22223124,-83.38534981
Summit Academy North (82938),6-Year,2010,108,102,-1,7,0.9352,0.0648,2012,2006,Summit Academy North,48174,42.22223124,-83.38534981
Summit Academy North (82938),4-Year,2009,109,84,7,18,0.7615,0.156,2009,2005,Summit Academy North,48174,42.22223124,-83.38534981
Summit Academy North (82938),6-Year,2008,98,89,-1,10,0.898,0.102,2010,2004,Summit Academy North,48174,42.22223124,-83.38534981
Summit Academy North (82938),5-Year,2011,102,98,-1,5,0.951,0.049,2012,2007,Summit Academy North,48174,42.22223124,-83.38534981
Summit Academy North (82938),6-Year,2013,138,136,-1,3,0.9783,0.0217,2015,2009,Summit Academy North,48174,42.22223124,-83.38534981
Summit Academy North (82938),4-Year,2011,103,95,3,5,0.9223,0.0485,2011,2007,Summit Academy North,48174,42.22223124,-83.38534981
Summit Academy North (82938),6-Year,2012,139,136,-1,4,0.9784,0.0216,2014,2008,Summit Academy North,48174,42.22223124,-83.38534981
Summit Academy North (82938),4-Year,2015,133,130,-1,4,0.9774,0.0226,2015,2011,Summit Academy North,48174,42.22223124,-83.38534981
Summit Academy North (82938),4-Year,2012,139,135,0,4,0.9712,0.0216,2012,2008,Summit Academy North,48174,42.22223124,-83.38534981
Summit Academy North (82938),5-Year,2012,139,136,-1,4,0.9784,0.0216,2013,2008,Summit Academy North,48174,42.22223124,-83.38534981
Summit Academy North (82938),5-Year,2014,167,164,-1,4,0.982,0.018,2015,2010,Summit Academy North,48174,42.22223124,-83.38534981
Summit Academy North (82938),6-Year,2009,102,84,0,18,0.8235,0.1667,2011,2005,Summit Academy North,48174,42.22223124,-83.38534981
Summit Academy North (82938),4-Year,2013,141,135,0,6,0.9574,0.0355,2013,2009,Summit Academy North,48174,42.22223124,-83.38534981
Summit Academy North (82938),6-Year,2007,94,79,-1,16,0.8298,0.1702,2009,2003,Summit Academy North,48174,42.22223124,-83.38534981
Summit Academy North (82938),6-Year,2011,101,98,-1,4,0.9604,0.0396,2013,2007,Summit Academy North,48174,42.22223124,-83.38534981
Summit Academy North (82938),5-Year,2008,99,89,-1,11,0.8889,0.1111,2009,2004,Summit Academy North,48174,42.22223124,-83.38534981
Taylor School District (82150),4-Year,2011,683,476,96,111,0.6955,0.1611,2011,2007,Taylor School District,48180,42.22659021,-83.2628388
Taylor School District (82150),5-Year,2013,609,495,40,74,0.8128,0.1199,2014,2009,Taylor School District,48180,42.22659021,-83.2628388
Taylor School District (82150),6-Year,2012,662,500,21,141,0.7538,0.2115,2014,2008,Taylor School District,48180,42.22659021,-83.2628388
Taylor School District (82150),4-Year,2014,626,436,109,81,0.6949,0.1278,2014,2010,Taylor School District,48180,42.22659021,-83.2628388
Taylor School District (82150),6-Year,2007,802,645,5,152,0.803,0.1883,2009,2003,Taylor School District,48180,42.22659021,-83.2628388
Taylor School District (82150),4-Year,2015,687,508,107,72,0.7394,0.1048,2015,2011,Taylor School District,48180,42.22659021,-83.2628388
Taylor School District (82150),4-Year,2009,822,585,116,121,0.7105,0.146,2009,2005,Taylor School District,48180,42.22659021,-83.2628388
Taylor School District (82150),5-Year,2008,851,693,16,142,0.8143,0.1657,2009,2004,Taylor School District,48180,42.22659021,-83.2628388
Taylor School District (82150),5-Year,2009,781,609,15,157,0.7785,0.201,2010,2005,Taylor School District,48180,42.22659021,-83.2628388
Taylor School District (82150),6-Year,2008,824,694,4,126,0.8422,0.1517,2010,2004,Taylor School District,48180,42.22659021,-83.2628388
Taylor School District (82150),6-Year,2011,639,513,7,119,0.8013,0.1862,2013,2007,Taylor School District,48180,42.22659021,-83.2628388
Taylor School District (82150),5-Year,2014,618,469,44,105,0.7573,0.1699,2015,2010,Taylor School District,48180,42.22659021,-83.2628388
Taylor School District (82150),4-Year,2010,764,595,71,98,0.7775,0.127,2010,2006,Taylor School District,48180,42.22659021,-83.2628388
Taylor School District (82150),5-Year,2010,755,613,30,112,0.8106,0.1483,2011,2006,Taylor School District,48180,42.22659021,-83.2628388
Taylor School District (82150),4-Year,2012,675,462,93,120,0.683,0.1763,2012,2008,Taylor School District,48180,42.22659021,-83.2628388
Taylor School District (82150),5-Year,2012,668,494,33,141,0.7395,0.2096,2013,2008,Taylor School District,48180,42.22659021,-83.2628388
Taylor School District (82150),4-Year,2013,614,468,86,60,0.7622,0.0977,2013,2009,Taylor School District,48180,42.22659021,-83.2628388
Taylor School District (82150),6-Year,2013,601,504,18,79,0.8386,0.1298,2015,2009,Taylor School District,48180,42.22659021,-83.2628388
Taylor School District (82150),6-Year,2009,783,618,2,163,0.788,0.2069,2011,2005,Taylor School District,48180,42.22659021,-83.2628388
Taylor School District (82150),5-Year,2011,646,505,32,109,0.7817,0.1687,2012,2007,Taylor School District,48180,42.22659021,-83.2628388
Taylor School District (82150),6-Year,2010,726,618,3,105,0.8512,0.1433,2012,2006,Taylor School District,48180,42.22659021,-83.2628388
Trenton Public Schools (82155),6-Year,2008,232,222,0,10,0.9526,0.0431,2010,2004,Trenton Public Schools,48183,42.14047387,-83.17943788
Trenton Public Schools (82155),6-Year,2011,242,233,3,6,0.9628,0.0207,2013,2007,Trenton Public Schools,48183,42.14047387,-83.17943788
Trenton Public Schools (82155),5-Year,2009,216,203,-1,14,0.9352,0.0602,2010,2005,Trenton Public Schools,48183,42.14047387,-83.17943788
Trenton Public Schools (82155),4-Year,2014,224,218,4,2,0.9732,0.0045,2014,2010,Trenton Public Schools,48183,42.14047387,-83.17943788
Trenton Public Schools (82155),5-Year,2013,220,210,5,5,0.9545,0.0182,2014,2009,Trenton Public Schools,48183,42.14047387,-83.17943788
Trenton Public Schools (82155),5-Year,2012,236,223,4,9,0.9407,0.0339,2013,2008,Trenton Public Schools,48183,42.14047387,-83.17943788
Trenton Public Schools (82155),4-Year,2010,260,234,17,9,0.8962,0.0308,2010,2006,Trenton Public Schools,48183,42.14047387,-83.17943788
Trenton Public Schools (82155),5-Year,2010,255,242,0,13,0.9451,0.0471,2011,2006,Trenton Public Schools,48183,42.14047387,-83.17943788
Trenton Public Schools (82155),6-Year,2009,215,202,3,10,0.9395,0.0465,2011,2005,Trenton Public Schools,48183,42.14047387,-83.17943788
Trenton Public Schools (82155),6-Year,2012,234,222,3,9,0.9487,0.0342,2014,2008,Trenton Public Schools,48183,42.14047387,-83.17943788
Trenton Public Schools (82155),4-Year,2009,220,199,12,9,0.9045,0.0409,2009,2005,Trenton Public Schools,48183,42.14047387,-83.17943788
Trenton Public Schools (82155),5-Year,2008,233,220,2,11,0.9442,0.0472,2009,2004,Trenton Public Schools,48183,42.14047387,-83.17943788
Trenton Public Schools (82155),6-Year,2010,254,243,-1,12,0.9528,0.0472,2012,2006,Trenton Public Schools,48183,42.14047387,-83.17943788
Trenton Public Schools (82155),4-Year,2011,248,232,10,6,0.9315,0.0202,2011,2007,Trenton Public Schools,48183,42.14047387,-83.17943788
Trenton Public Schools (82155),4-Year,2013,219,206,9,4,0.9361,0.0137,2013,2009,Trenton Public Schools,48183,42.14047387,-83.17943788
Trenton Public Schools (82155),6-Year,2013,219,210,1,8,0.9589,0.032,2015,2009,Trenton Public Schools,48183,42.14047387,-83.17943788
Trenton Public Schools (82155),5-Year,2014,228,219,6,3,0.9605,0.0088,2015,2010,Trenton Public Schools,48183,42.14047387,-83.17943788
Trenton Public Schools (82155),4-Year,2012,238,221,10,7,0.9244,0.0294,2012,2008,Trenton Public Schools,48183,42.14047387,-83.17943788
Trenton Public Schools (82155),5-Year,2011,243,233,4,6,0.9588,0.0206,2012,2007,Trenton Public Schools,48183,42.14047387,-83.17943788
Trenton Public Schools (82155),6-Year,2007,247,239,-1,9,0.9636,0.0364,2009,2003,Trenton Public Schools,48183,42.14047387,-83.17943788
Trenton Public Schools (82155),4-Year,2015,219,212,3,4,0.968,0.0137,2015,2011,Trenton Public Schools,48183,42.14047387,-83.17943788
Trillium Academy (82973),5-Year,2012,49,49,0,0,1,0,2013,2008,Trillium Academy,48180,42.22659021,-83.2628388
Trillium Academy (82973),6-Year,2009,23,21,-1,3,0.8696,0.1304,2011,2005,Trillium Academy,48180,42.22659021,-83.2628388
Trillium Academy (82973),6-Year,2011,45,44,0,1,0.9556,0.0222,2013,2007,Trillium Academy,48180,42.22659021,-83.2628388
Trillium Academy (82973),4-Year,2013,38,34,3,1,0.8947,0.0263,2013,2009,Trillium Academy,48180,42.22659021,-83.2628388
Trillium Academy (82973),4-Year,2014,45,40,3,2,0.8667,0.0444,2014,2010,Trillium Academy,48180,42.22659021,-83.2628388
Trillium Academy (82973),6-Year,2010,31,30,-1,2,0.9355,0.0645,2012,2006,Trillium Academy,48180,42.22659021,-83.2628388
Trillium Academy (82973),6-Year,2012,50,49,0,1,0.98,0.02,2014,2008,Trillium Academy,48180,42.22659021,-83.2628388
Trillium Academy (82973),4-Year,2010,35,28,5,2,0.8,0.0571,2010,2006,Trillium Academy,48180,42.22659021,-83.2628388
Trillium Academy (82973),5-Year,2011,45,44,0,1,0.9556,0.0222,2012,2007,Trillium Academy,48180,42.22659021,-83.2628388
Trillium Academy (82973),4-Year,2012,52,49,0,3,0.9231,0.0385,2012,2008,Trillium Academy,48180,42.22659021,-83.2628388
Trillium Academy (82973),5-Year,2009,23,21,-1,3,0.8696,0.1304,2010,2005,Trillium Academy,48180,42.22659021,-83.2628388
Trillium Academy (82973),5-Year,2010,33,30,1,2,0.8788,0.0606,2011,2006,Trillium Academy,48180,42.22659021,-83.2628388
Trillium Academy (82973),6-Year,2013,35,35,0,0,1,0,2015,2009,Trillium Academy,48180,42.22659021,-83.2628388
Trillium Academy (82973),4-Year,2009,24,20,1,3,0.7917,0.125,2009,2005,Trillium Academy,48180,42.22659021,-83.2628388
Trillium Academy (82973),5-Year,2013,36,35,-1,2,0.9722,0.0278,2014,2009,Trillium Academy,48180,42.22659021,-83.2628388
Trillium Academy (82973),4-Year,2015,43,42,1,0,0.9767,0,2015,2011,Trillium Academy,48180,42.22659021,-83.2628388
Trillium Academy (82973),4-Year,2011,46,37,8,1,0.8043,0.0217,2011,2007,Trillium Academy,48180,42.22659021,-83.2628388
Trillium Academy (82973),5-Year,2014,42,41,0,1,0.9524,0.0238,2015,2010,Trillium Academy,48180,42.22659021,-83.2628388
Universal Academy (82950),4-Year,2013,57,48,2,7,0.8421,0.1228,2013,2009,Universal Academy,48210,42.33168322,-83.04799903
Universal Academy (82950),6-Year,2011,34,34,-1,1,0.9706,0.0294,2013,2007,Universal Academy,48210,42.33168322,-83.04799903
Universal Academy (82950),6-Year,2007,25,20,0,5,0.8,0.2,2009,2003,Universal Academy,48210,42.33168322,-83.04799903
Universal Academy (82950),5-Year,2014,56,53,-1,4,0.9464,0.0536,2015,2010,Universal Academy,48210,42.33168322,-83.04799903
Universal Academy (82950),4-Year,2011,33,33,-1,1,0.9697,0.0303,2011,2007,Universal Academy,48210,42.33168322,-83.04799903
Universal Academy (82950),5-Year,2012,45,44,-1,2,0.9556,0.0444,2013,2008,Universal Academy,48210,42.33168322,-83.04799903
Universal Academy (82950),4-Year,2012,45,44,-1,2,0.9556,0.0444,2012,2008,Universal Academy,48210,42.33168322,-83.04799903
Universal Academy (82950),6-Year,2012,45,44,-1,2,0.9556,0.0444,2014,2008,Universal Academy,48210,42.33168322,-83.04799903
Universal Academy (82950),5-Year,2008,25,21,0,4,0.84,0.16,2009,2004,Universal Academy,48210,42.33168322,-83.04799903
Universal Academy (82950),6-Year,2013,53,49,-1,5,0.9245,0.0755,2015,2009,Universal Academy,48210,42.33168322,-83.04799903
Universal Academy (82950),6-Year,2010,24,23,-1,2,0.9167,0.0833,2012,2006,Universal Academy,48210,42.33168322,-83.04799903
Universal Academy (82950),4-Year,2009,31,26,3,2,0.8387,0.0645,2009,2005,Universal Academy,48210,42.33168322,-83.04799903
Universal Academy (82950),4-Year,2014,58,51,2,5,0.8793,0.0862,2014,2010,Universal Academy,48210,42.33168322,-83.04799903
Universal Academy (82950),4-Year,2015,58,58,0,0,0.9828,0,2015,2011,Universal Academy,48210,42.33168322,-83.04799903
Universal Academy (82950),5-Year,2010,24,23,-1,2,0.9167,0.0833,2011,2006,Universal Academy,48210,42.33168322,-83.04799903
Universal Academy (82950),5-Year,2009,31,28,-1,4,0.9032,0.0968,2010,2005,Universal Academy,48210,42.33168322,-83.04799903
Universal Academy (82950),5-Year,2013,55,49,-1,7,0.8909,0.1091,2014,2009,Universal Academy,48210,42.33168322,-83.04799903
Universal Academy (82950),6-Year,2009,31,28,-1,4,0.9032,0.0968,2011,2005,Universal Academy,48210,42.33168322,-83.04799903
Universal Academy (82950),4-Year,2010,25,22,1,2,0.88,0.08,2010,2006,Universal Academy,48210,42.33168322,-83.04799903
Universal Academy (82950),6-Year,2008,25,21,0,4,0.84,0.16,2010,2004,Universal Academy,48210,42.33168322,-83.04799903
Universal Academy (82950),5-Year,2011,34,34,-1,1,0.9706,0.0294,2012,2007,Universal Academy,48210,42.33168322,-83.04799903
University Preparatory Academy (82965),6-Year,2008,122,122,0,0,1,0,2010,2004,University Preparatory Academy,48202,42.362499,-83.073204
University Preparatory Academy (PSAD) (82702),5-Year,2012,127,121,-1,7,0.9449,0.0551,2013,2008,University Preparatory Academy (PSAD),48202,42.33168322,-83.04799903
University Preparatory Academy (PSAD) (82702),5-Year,2008,122,122,0,0,1,0,2009,2004,University Preparatory Academy (PSAD),48202,42.33168322,-83.04799903
University Preparatory Academy (PSAD) (82702),6-Year,2007,138,128,1,9,0.9275,0.0652,2009,2003,University Preparatory Academy (PSAD),48202,42.33168322,-83.04799903
University Preparatory Academy (PSAD) (82702),4-Year,2009,135,123,7,5,0.9111,0.037,2009,2005,University Preparatory Academy (PSAD),48202,42.33168322,-83.04799903
University Preparatory Academy (PSAD) (82702),5-Year,2009,128,125,-2,5,0.9688,0.0313,2010,2005,University Preparatory Academy (PSAD),48202,42.33168322,-83.04799903
University Preparatory Academy (PSAD) (82702),6-Year,2010,117,113,1,3,0.9658,0.0256,2012,2006,University Preparatory Academy (PSAD),48202,42.33168322,-83.04799903
University Preparatory Academy (PSAD) (82702),6-Year,2011,119,118,0,1,0.9832,0.0084,2013,2007,University Preparatory Academy (PSAD),48202,42.33168322,-83.04799903
University Preparatory Academy (PSAD) (82702),6-Year,2013,119,116,-1,4,0.9664,0.0336,2015,2009,University Preparatory Academy (PSAD),48202,42.33168322,-83.04799903
University Preparatory Academy (PSAD) (82702),5-Year,2014,126,118,0,8,0.9365,0.0556,2015,2010,University Preparatory Academy (PSAD),48202,42.33168322,-83.04799903
University Preparatory Academy (PSAD) (82702),5-Year,2013,119,116,-1,4,0.9664,0.0336,2014,2009,University Preparatory Academy (PSAD),48202,42.33168322,-83.04799903
University Preparatory Academy (PSAD) (82702),4-Year,2015,120,111,2,7,0.9167,0.0583,2015,2011,University Preparatory Academy (PSAD),48202,42.33168322,-83.04799903
University Preparatory Academy (PSAD) (82702),4-Year,2010,120,114,3,3,0.9417,0.025,2010,2006,University Preparatory Academy (PSAD),48202,42.33168322,-83.04799903
University Preparatory Academy (PSAD) (82702),6-Year,2012,127,121,-1,7,0.9449,0.0551,2014,2008,University Preparatory Academy (PSAD),48202,42.33168322,-83.04799903
University Preparatory Academy (PSAD) (82702),4-Year,2011,121,115,6,0,0.9504,0,2011,2007,University Preparatory Academy (PSAD),48202,42.33168322,-83.04799903
University Preparatory Academy (PSAD) (82702),4-Year,2013,121,114,5,2,0.9339,0.0165,2013,2009,University Preparatory Academy (PSAD),48202,42.33168322,-83.04799903
University Preparatory Academy (PSAD) (82702),4-Year,2012,129,120,1,8,0.9225,0.0543,2012,2008,University Preparatory Academy (PSAD),48202,42.33168322,-83.04799903
University Preparatory Academy (PSAD) (82702),6-Year,2009,128,125,-2,5,0.9688,0.0313,2011,2005,University Preparatory Academy (PSAD),48202,42.33168322,-83.04799903
University Preparatory Academy (PSAD) (82702),5-Year,2011,119,118,0,1,0.9832,0.0084,2012,2007,University Preparatory Academy (PSAD),48202,42.33168322,-83.04799903
University Preparatory Academy (PSAD) (82702),5-Year,2010,118,113,2,3,0.9576,0.0254,2011,2006,University Preparatory Academy (PSAD),48202,42.33168322,-83.04799903
University Preparatory Academy (PSAD) (82702),4-Year,2014,132,115,9,8,0.8712,0.0606,2014,2010,University Preparatory Academy (PSAD),48202,42.33168322,-83.04799903
University Preparatory Science and Math (PSAD) (82701),4-Year,2015,123,116,0,7,0.935,0.0488,2015,2011,University Preparatory Science and Math (PSAD),48202,42.33168322,-83.04799903
University Preparatory Science and Math (PSAD) (82701),5-Year,2014,83,79,-1,5,0.9518,0.0482,2015,2010,University Preparatory Science and Math (PSAD),48202,42.33168322,-83.04799903
University Preparatory Science and Math (PSAD) (82701),4-Year,2014,86,80,3,3,0.9302,0.0233,2014,2010,University Preparatory Science and Math (PSAD),48202,42.33168322,-83.04799903
Van Buren Public Schools (82430),6-Year,2009,518,456,5,57,0.8784,0.11,2011,2005,Van Buren Public Schools,48111,42.20543404,-83.4863161
Van Buren Public Schools (82430),6-Year,2008,571,501,1,69,0.8757,0.1208,2010,2004,Van Buren Public Schools,48111,42.20543404,-83.4863161
Van Buren Public Schools (82430),6-Year,2010,430,368,2,60,0.8558,0.1395,2012,2006,Van Buren Public Schools,48111,42.20543404,-83.4863161
Van Buren Public Schools (82430),6-Year,2011,472,410,7,55,0.8686,0.1165,2013,2007,Van Buren Public Schools,48111,42.20543404,-83.4863161
Van Buren Public Schools (82430),5-Year,2009,521,455,9,57,0.8733,0.1094,2010,2005,Van Buren Public Schools,48111,42.20543404,-83.4863161
Van Buren Public Schools (82430),5-Year,2010,434,367,4,63,0.8456,0.1429,2011,2006,Van Buren Public Schools,48111,42.20543404,-83.4863161
Van Buren Public Schools (82430),5-Year,2014,420,364,12,44,0.8643,0.1024,2015,2010,Van Buren Public Schools,48111,42.20543404,-83.4863161
Van Buren Public Schools (82430),5-Year,2012,417,354,6,57,0.8489,0.1343,2013,2008,Van Buren Public Schools,48111,42.20543404,-83.4863161
Van Buren Public Schools (82430),4-Year,2010,444,366,39,39,0.8221,0.0878,2010,2006,Van Buren Public Schools,48111,42.20543404,-83.4863161
Van Buren Public Schools (82430),6-Year,2013,411,357,5,49,0.8662,0.1192,2015,2009,Van Buren Public Schools,48111,42.20543404,-83.4863161
Van Buren Public Schools (82430),6-Year,2007,520,460,3,57,0.8846,0.1096,2009,2003,Van Buren Public Schools,48111,42.20543404,-83.4863161
Van Buren Public Schools (82430),4-Year,2011,504,403,43,58,0.7996,0.1131,2011,2007,Van Buren Public Schools,48111,42.20543404,-83.4863161
Van Buren Public Schools (82430),4-Year,2013,414,341,33,40,0.8213,0.0966,2013,2009,Van Buren Public Schools,48111,42.20543404,-83.4863161
Van Buren Public Schools (82430),4-Year,2009,524,460,13,51,0.876,0.0973,2009,2005,Van Buren Public Schools,48111,42.20543404,-83.4863161
Van Buren Public Schools (82430),5-Year,2008,578,506,4,68,0.8754,0.1176,2009,2004,Van Buren Public Schools,48111,42.20543404,-83.4863161
Van Buren Public Schools (82430),4-Year,2012,426,346,33,47,0.8099,0.1103,2012,2008,Van Buren Public Schools,48111,42.20543404,-83.4863161
Van Buren Public Schools (82430),5-Year,2011,481,412,9,60,0.8545,0.1247,2012,2007,Van Buren Public Schools,48111,42.20543404,-83.4863161
Van Buren Public Schools (82430),4-Year,2014,428,355,29,44,0.8294,0.1005,2014,2010,Van Buren Public Schools,48111,42.20543404,-83.4863161
Van Buren Public Schools (82430),5-Year,2013,417,354,6,57,0.8489,0.1343,2014,2009,Van Buren Public Schools,48111,42.20543404,-83.4863161
Van Buren Public Schools (82430),4-Year,2015,452,389,22,41,0.8606,0.0885,2015,2011,Van Buren Public Schools,48111,42.20543404,-83.4863161
Van Buren Public Schools (82430),6-Year,2012,416,356,1,59,0.8534,0.1418,2014,2008,Van Buren Public Schools,48111,42.20543404,-83.4863161
Vista Meadows Academy (82716),4-Year,2012,28,15,8,5,0.5357,0.1429,2012,2008,Vista Meadows Academy,48127,42.33056222,-83.27747884
Vista Meadows Academy (82716),5-Year,2012,27,19,0,8,0.6667,0.2593,2013,2008,Vista Meadows Academy,48127,42.33056222,-83.27747884
Vista Meadows Academy (82716),6-Year,2013,35,20,-1,16,0.5429,0.4286,2015,2009,Vista Meadows Academy,48127,42.33056222,-83.27747884
Vista Meadows Academy (82716),6-Year,2012,26,18,-1,9,0.6923,0.3077,2014,2008,Vista Meadows Academy,48127,42.33056222,-83.27747884
Vista Meadows Academy (82716),5-Year,2011,20,10,2,8,0.5,0.4,2012,2007,Vista Meadows Academy,48127,42.33056222,-83.27747884
Vista Meadows Academy (82716),4-Year,2010,19,7,8,4,0.3158,0.1579,2010,2006,Vista Meadows Academy,48127,42.33056222,-83.27747884
Vista Meadows Academy (82716),4-Year,2015,26,15,7,4,0.5769,0.1154,2015,2011,Vista Meadows Academy,48127,42.33056222,-83.27747884
Vista Meadows Academy (82716),5-Year,2013,37,19,3,15,0.5135,0.4054,2014,2009,Vista Meadows Academy,48127,42.33056222,-83.27747884
