Location.Name,Rate.Year,Cohort.Graduation.Year,Total.Cohort,Total.Graduated,OffTrack.Other,Dropouts,Graduation.Rate,Dropout.Rate,gradyear,enrollyear,School.Name,ZIP.Code,Latitude,Longitude
Gibraltar School District (82290),6-Year,2008,266,248,-1,19,0.9286,0.0677,2010,2004,Gibraltar School District,48183,42.1384909,-83.24478661
Grosse Ile Township Schools (82300),4-Year,2014,163,154,5,4,0.9387,0.0245,2014,2010,Grosse Ile Township Schools,48138,42.13053221,-83.15392722
Grosse Ile Township Schools (82300),5-Year,2013,156,153,-1,4,0.9744,0.0256,2014,2009,Grosse Ile Township Schools,48138,42.13053221,-83.15392722
Grosse Ile Township Schools (82300),4-Year,2015,139,137,2,0,0.9856,0,2015,2011,Grosse Ile Township Schools,48138,42.13053221,-83.15392722
Grosse Ile Township Schools (82300),5-Year,2011,178,174,-1,5,0.9775,0.0225,2012,2007,Grosse Ile Township Schools,48138,42.13053221,-83.15392722
Grosse Ile Township Schools (82300),6-Year,2010,141,138,0,3,0.9787,0.0142,2012,2006,Grosse Ile Township Schools,48138,42.13053221,-83.15392722
Grosse Ile Township Schools (82300),6-Year,2012,164,164,0,0,1,0,2014,2008,Grosse Ile Township Schools,48138,42.13053221,-83.15392722
Grosse Ile Township Schools (82300),5-Year,2012,165,164,1,0,0.9939,0,2013,2008,Grosse Ile Township Schools,48138,42.13053221,-83.15392722
Grosse Ile Township Schools (82300),6-Year,2011,178,174,-1,5,0.9775,0.0225,2013,2007,Grosse Ile Township Schools,48138,42.13053221,-83.15392722
Grosse Ile Township Schools (82300),6-Year,2008,182,178,-1,5,0.978,0.022,2010,2004,Grosse Ile Township Schools,48138,42.13053221,-83.15392722
Grosse Ile Township Schools (82300),5-Year,2008,183,179,-1,5,0.9727,0.0219,2009,2004,Grosse Ile Township Schools,48138,42.13053221,-83.15392722
Grosse Ile Township Schools (82300),6-Year,2007,196,193,0,3,0.9796,0.0153,2009,2003,Grosse Ile Township Schools,48138,42.13053221,-83.15392722
Grosse Ile Township Schools (82300),4-Year,2012,167,162,3,2,0.9641,0.006,2012,2008,Grosse Ile Township Schools,48138,42.13053221,-83.15392722
Grosse Ile Township Schools (82300),4-Year,2009,162,145,10,7,0.8889,0.0432,2009,2005,Grosse Ile Township Schools,48138,42.13053221,-83.15392722
Grosse Ile Township Schools (82300),5-Year,2010,141,138,0,3,0.9787,0.0142,2011,2006,Grosse Ile Township Schools,48138,42.13053221,-83.15392722
Grosse Ile Township Schools (82300),4-Year,2013,156,151,3,2,0.9679,0.0128,2013,2009,Grosse Ile Township Schools,48138,42.13053221,-83.15392722
Grosse Ile Township Schools (82300),6-Year,2013,156,153,-1,4,0.9744,0.0256,2015,2009,Grosse Ile Township Schools,48138,42.13053221,-83.15392722
Grosse Ile Township Schools (82300),4-Year,2011,179,171,4,4,0.9553,0.0168,2011,2007,Grosse Ile Township Schools,48138,42.13053221,-83.15392722
Grosse Ile Township Schools (82300),6-Year,2009,159,151,-1,9,0.9434,0.0566,2011,2005,Grosse Ile Township Schools,48138,42.13053221,-83.15392722
Grosse Ile Township Schools (82300),5-Year,2014,164,154,3,7,0.939,0.0366,2015,2010,Grosse Ile Township Schools,48138,42.13053221,-83.15392722
Grosse Ile Township Schools (82300),5-Year,2009,160,150,0,10,0.9375,0.0563,2010,2005,Grosse Ile Township Schools,48138,42.13053221,-83.15392722
Grosse Ile Township Schools (82300),4-Year,2010,142,138,1,3,0.9648,0.0141,2010,2006,Grosse Ile Township Schools,48138,42.13053221,-83.15392722
Grosse Pointe Public Schools (82055),6-Year,2011,745,715,6,24,0.9597,0.0309,2013,2007,Grosse Pointe Public Schools,48230,42.38641145,-82.91117847
Grosse Pointe Public Schools (82055),5-Year,2012,732,702,14,16,0.9577,0.0205,2013,2008,Grosse Pointe Public Schools,48230,42.38641145,-82.91117847
Grosse Pointe Public Schools (82055),6-Year,2013,731,696,15,20,0.9508,0.026,2015,2009,Grosse Pointe Public Schools,48230,42.38641145,-82.91117847
Grosse Pointe Public Schools (82055),6-Year,2008,839,812,9,18,0.9678,0.0203,2010,2004,Grosse Pointe Public Schools,48230,42.38641145,-82.91117847
Grosse Pointe Public Schools (82055),4-Year,2013,733,690,28,15,0.9413,0.0191,2013,2009,Grosse Pointe Public Schools,48230,42.38641145,-82.91117847
Grosse Pointe Public Schools (82055),5-Year,2013,732,696,16,20,0.9495,0.026,2014,2009,Grosse Pointe Public Schools,48230,42.38641145,-82.91117847
Grosse Pointe Public Schools (82055),5-Year,2009,790,763,10,17,0.9646,0.0215,2010,2005,Grosse Pointe Public Schools,48230,42.38641145,-82.91117847
Grosse Pointe Public Schools (82055),6-Year,2009,785,761,9,15,0.9694,0.0191,2011,2005,Grosse Pointe Public Schools,48230,42.38641145,-82.91117847
Grosse Pointe Public Schools (82055),4-Year,2014,750,708,27,15,0.9427,0.0187,2014,2010,Grosse Pointe Public Schools,48230,42.38641145,-82.91117847
Grosse Pointe Public Schools (82055),5-Year,2014,747,714,15,18,0.9545,0.0228,2015,2010,Grosse Pointe Public Schools,48230,42.38641145,-82.91117847
Grosse Pointe Public Schools (82055),4-Year,2010,771,737,10,24,0.9559,0.0311,2010,2006,Grosse Pointe Public Schools,48230,42.38641145,-82.91117847
Grosse Pointe Public Schools (82055),6-Year,2012,729,703,10,16,0.963,0.0219,2014,2008,Grosse Pointe Public Schools,48230,42.38641145,-82.91117847
Grosse Pointe Public Schools (82055),4-Year,2012,739,696,31,12,0.9405,0.0149,2012,2008,Grosse Pointe Public Schools,48230,42.38641145,-82.91117847
Grosse Pointe Public Schools (82055),4-Year,2015,732,696,28,8,0.9508,0.0096,2015,2011,Grosse Pointe Public Schools,48230,42.38641145,-82.91117847
Grosse Pointe Public Schools (82055),4-Year,2009,792,757,22,13,0.9558,0.0164,2009,2005,Grosse Pointe Public Schools,48230,42.38641145,-82.91117847
Grosse Pointe Public Schools (82055),5-Year,2010,764,733,9,22,0.9594,0.0275,2011,2006,Grosse Pointe Public Schools,48230,42.38641145,-82.91117847
Grosse Pointe Public Schools (82055),5-Year,2008,844,813,12,19,0.9621,0.0225,2009,2004,Grosse Pointe Public Schools,48230,42.38641145,-82.91117847
Grosse Pointe Public Schools (82055),6-Year,2010,762,736,4,22,0.9646,0.0276,2012,2006,Grosse Pointe Public Schools,48230,42.38641145,-82.91117847
Grosse Pointe Public Schools (82055),4-Year,2011,749,704,28,17,0.9399,0.0214,2011,2007,Grosse Pointe Public Schools,48230,42.38641145,-82.91117847
Grosse Pointe Public Schools (82055),5-Year,2011,745,715,8,22,0.9597,0.0295,2012,2007,Grosse Pointe Public Schools,48230,42.38641145,-82.91117847
Grosse Pointe Public Schools (82055),6-Year,2007,760,739,2,19,0.9711,0.025,2009,2003,Grosse Pointe Public Schools,48230,42.38641145,-82.91117847
"Hamtramck, School District of the City of (82060)",6-Year,2013,312,190,5,117,0.6058,0.375,2015,2009,"Hamtramck, School District of the City of",48212,42.39941241,-83.05172827
"Hamtramck, School District of the City of (82060)",5-Year,2014,318,215,13,90,0.6761,0.283,2015,2010,"Hamtramck, School District of the City of",48212,42.39941241,-83.05172827
"Hamtramck, School District of the City of (82060)",5-Year,2012,222,138,12,72,0.6216,0.3243,2013,2008,"Hamtramck, School District of the City of",48212,42.39941241,-83.05172827
"Hamtramck, School District of the City of (82060)",4-Year,2015,287,208,30,49,0.7247,0.1707,2015,2011,"Hamtramck, School District of the City of",48212,42.39941241,-83.05172827
"Hamtramck, School District of the City of (82060)",4-Year,2010,305,162,65,78,0.5279,0.2525,2010,2006,"Hamtramck, School District of the City of",48212,42.39941241,-83.05172827
"Hamtramck, School District of the City of (82060)",6-Year,2011,247,163,3,81,0.6559,0.3279,2013,2007,"Hamtramck, School District of the City of",48212,42.39941241,-83.05172827
"Hamtramck, School District of the City of (82060)",4-Year,2013,318,171,44,103,0.5346,0.3208,2013,2009,"Hamtramck, School District of the City of",48212,42.39941241,-83.05172827
"Hamtramck, School District of the City of (82060)",4-Year,2012,219,123,41,55,0.5616,0.2511,2012,2008,"Hamtramck, School District of the City of",48212,42.39941241,-83.05172827
"Hamtramck, School District of the City of (82060)",6-Year,2010,296,194,3,99,0.6554,0.3311,2012,2006,"Hamtramck, School District of the City of",48212,42.39941241,-83.05172827
"Hamtramck, School District of the City of (82060)",5-Year,2009,277,160,28,89,0.5776,0.3177,2010,2005,"Hamtramck, School District of the City of",48212,42.39941241,-83.05172827
"Hamtramck, School District of the City of (82060)",6-Year,2008,241,156,4,81,0.6473,0.332,2010,2004,"Hamtramck, School District of the City of",48212,42.39941241,-83.05172827
"Hamtramck, School District of the City of (82060)",5-Year,2013,315,188,10,117,0.5937,0.3714,2014,2009,"Hamtramck, School District of the City of",48212,42.39941241,-83.05172827
"Hamtramck, School District of the City of (82060)",5-Year,2011,250,158,15,77,0.632,0.308,2012,2007,"Hamtramck, School District of the City of",48212,42.39941241,-83.05172827
"Hamtramck, School District of the City of (82060)",5-Year,2010,300,186,21,93,0.6167,0.31,2011,2006,"Hamtramck, School District of the City of",48212,42.39941241,-83.05172827
"Hamtramck, School District of the City of (82060)",6-Year,2009,277,171,13,93,0.6173,0.3357,2011,2005,"Hamtramck, School District of the City of",48212,42.39941241,-83.05172827
"Hamtramck, School District of the City of (82060)",4-Year,2014,311,196,36,79,0.6302,0.254,2014,2010,"Hamtramck, School District of the City of",48212,42.39941241,-83.05172827
"Hamtramck, School District of the City of (82060)",6-Year,2012,220,141,2,77,0.6409,0.35,2014,2008,"Hamtramck, School District of the City of",48212,42.39941241,-83.05172827
"Hamtramck, School District of the City of (82060)",4-Year,2011,244,137,46,61,0.5574,0.25,2011,2007,"Hamtramck, School District of the City of",48212,42.39941241,-83.05172827
"Hamtramck, School District of the City of (82060)",4-Year,2009,262,136,60,66,0.5153,0.2481,2009,2005,"Hamtramck, School District of the City of",48212,42.39941241,-83.05172827
"Hamtramck, School District of the City of (82060)",6-Year,2007,235,161,1,73,0.6851,0.3064,2009,2003,"Hamtramck, School District of the City of",48212,42.39941241,-83.05172827
"Hamtramck, School District of the City of (82060)",5-Year,2008,233,155,10,68,0.6652,0.2876,2009,2004,"Hamtramck, School District of the City of",48212,42.39941241,-83.05172827
"Harper Woods, The School District of the City of (82320)",6-Year,2013,282,144,20,118,0.5071,0.4184,2015,2009,"Harper Woods, The School District of the City of",48225,42.43309166,-82.92339787
"Harper Woods, The School District of the City of (82320)",4-Year,2013,200,116,51,33,0.58,0.165,2013,2009,"Harper Woods, The School District of the City of",48225,42.43309166,-82.92339787
"Harper Woods, The School District of the City of (82320)",6-Year,2008,91,80,-1,12,0.8791,0.1209,2010,2004,"Harper Woods, The School District of the City of",48225,42.43309166,-82.92339787
"Harper Woods, The School District of the City of (82320)",5-Year,2014,301,145,48,108,0.4817,0.3555,2015,2010,"Harper Woods, The School District of the City of",48225,42.43309166,-82.92339787
"Harper Woods, The School District of the City of (82320)",5-Year,2012,196,155,18,23,0.7908,0.1173,2013,2008,"Harper Woods, The School District of the City of",48225,42.43309166,-82.92339787
"Harper Woods, The School District of the City of (82320)",4-Year,2012,133,122,5,6,0.9098,0.0451,2012,2008,"Harper Woods, The School District of the City of",48225,42.43309166,-82.92339787
"Harper Woods, The School District of the City of (82320)",4-Year,2015,335,144,87,104,0.4269,0.3075,2015,2011,"Harper Woods, The School District of the City of",48225,42.43309166,-82.92339787
"Harper Woods, The School District of the City of (82320)",4-Year,2010,98,83,4,11,0.8469,0.1122,2010,2006,"Harper Woods, The School District of the City of",48225,42.43309166,-82.92339787
"Harper Woods, The School District of the City of (82320)",5-Year,2009,91,86,0,5,0.9341,0.0549,2010,2005,"Harper Woods, The School District of the City of",48225,42.43309166,-82.92339787
"Harper Woods, The School District of the City of (82320)",6-Year,2009,91,86,-1,6,0.9341,0.0659,2011,2005,"Harper Woods, The School District of the City of",48225,42.43309166,-82.92339787
"Harper Woods, The School District of the City of (82320)",6-Year,2010,95,84,2,9,0.8737,0.0947,2012,2006,"Harper Woods, The School District of the City of",48225,42.43309166,-82.92339787
"Harper Woods, The School District of the City of (82320)",4-Year,2011,129,110,9,10,0.845,0.0775,2011,2007,"Harper Woods, The School District of the City of",48225,42.43309166,-82.92339787
"Harper Woods, The School District of the City of (82320)",5-Year,2010,98,83,3,12,0.8469,0.1224,2011,2006,"Harper Woods, The School District of the City of",48225,42.43309166,-82.92339787
"Harper Woods, The School District of the City of (82320)",5-Year,2013,248,134,37,77,0.5363,0.3065,2014,2009,"Harper Woods, The School District of the City of",48225,42.43309166,-82.92339787
"Harper Woods, The School District of the City of (82320)",6-Year,2012,211,158,12,41,0.7488,0.1943,2014,2008,"Harper Woods, The School District of the City of",48225,42.43309166,-82.92339787
"Harper Woods, The School District of the City of (82320)",6-Year,2007,91,83,-1,9,0.9011,0.0989,2009,2003,"Harper Woods, The School District of the City of",48225,42.43309166,-82.92339787
"Harper Woods, The School District of the City of (82320)",4-Year,2014,248,119,73,56,0.4798,0.2218,2014,2010,"Harper Woods, The School District of the City of",48225,42.43309166,-82.92339787
"Harper Woods, The School District of the City of (82320)",5-Year,2011,126,115,0,11,0.9048,0.0873,2012,2007,"Harper Woods, The School District of the City of",48225,42.43309166,-82.92339787
"Harper Woods, The School District of the City of (82320)",5-Year,2008,92,81,-1,12,0.8696,0.1196,2009,2004,"Harper Woods, The School District of the City of",48225,42.43309166,-82.92339787
"Harper Woods, The School District of the City of (82320)",4-Year,2009,96,84,6,6,0.875,0.0625,2009,2005,"Harper Woods, The School District of the City of",48225,42.43309166,-82.92339787
"Harper Woods, The School District of the City of (82320)",6-Year,2011,151,124,1,26,0.8146,0.1656,2013,2007,"Harper Woods, The School District of the City of",48225,42.43309166,-82.92339787
HEART Academy (82927),5-Year,2008,26,25,-1,2,0.9615,0.0385,2009,2004,HEART Academy,48225,42.43309166,-82.92339787
HEART Academy (82927),4-Year,2012,48,42,0,6,0.875,0.125,2012,2008,HEART Academy,48225,42.43309166,-82.92339787
HEART Academy (82927),5-Year,2011,42,33,0,9,0.7857,0.1905,2012,2007,HEART Academy,48225,42.43309166,-82.92339787
HEART Academy (82927),4-Year,2009,31,26,1,4,0.8065,0.129,2009,2005,HEART Academy,48225,42.43309166,-82.92339787
HEART Academy (82927),6-Year,2013,25,22,0,3,0.88,0.12,2015,2009,HEART Academy,48225,42.43309166,-82.92339787
HEART Academy (82927),6-Year,2010,30,30,-1,1,0.9667,0.0333,2012,2006,HEART Academy,48225,42.43309166,-82.92339787
HEART Academy (82927),4-Year,2013,26,23,-1,4,0.8462,0.1154,2013,2009,HEART Academy,48225,42.43309166,-82.92339787
HEART Academy (82927),5-Year,2012,46,41,0,5,0.8913,0.087,2013,2008,HEART Academy,48225,42.43309166,-82.92339787
HEART Academy (82927),6-Year,2011,42,34,0,8,0.8095,0.1667,2013,2007,HEART Academy,48225,42.43309166,-82.92339787
HEART Academy (82927),6-Year,2008,26,25,-1,2,0.9615,0.0385,2010,2004,HEART Academy,48225,42.43309166,-82.92339787
HEART Academy (82927),6-Year,2012,45,41,-1,5,0.9111,0.0889,2014,2008,HEART Academy,48225,42.43309166,-82.92339787
HEART Academy (82927),5-Year,2013,25,22,0,3,0.88,0.12,2014,2009,HEART Academy,48225,42.43309166,-82.92339787
HEART Academy (82927),4-Year,2010,33,30,0,3,0.8788,0.0909,2010,2006,HEART Academy,48225,42.43309166,-82.92339787
HEART Academy (82927),5-Year,2009,30,27,-1,4,0.8667,0.1333,2010,2005,HEART Academy,48225,42.43309166,-82.92339787
HEART Academy (82927),4-Year,2011,45,32,3,10,0.7111,0.2222,2011,2007,HEART Academy,48225,42.43309166,-82.92339787
HEART Academy (82927),6-Year,2007,43,40,-1,4,0.907,0.093,2009,2003,HEART Academy,48225,42.43309166,-82.92339787
HEART Academy (82927),5-Year,2010,30,30,-1,1,0.9667,0.0333,2011,2006,HEART Academy,48225,42.43309166,-82.92339787
HEART Academy (82927),6-Year,2009,30,27,-1,4,0.8667,0.1333,2011,2005,HEART Academy,48225,42.43309166,-82.92339787
HEART Academy (82927),4-Year,2014,18,13,3,2,0.7222,0.1111,2014,2010,HEART Academy,48225,42.43309166,-82.92339787
HEART Academy (82927),5-Year,2014,15,14,-1,2,0.8667,0.1333,2015,2010,HEART Academy,48225,42.43309166,-82.92339787
Henry Ford Academy (82926),6-Year,2008,114,112,-1,3,0.9737,0.0263,2010,2004,Henry Ford Academy,48121,42.32207206,-83.17628924
Henry Ford Academy (82926),5-Year,2009,104,99,-1,6,0.9519,0.0481,2010,2005,Henry Ford Academy,48121,42.32207206,-83.17628924
Henry Ford Academy (82926),6-Year,2012,101,98,-1,4,0.9604,0.0396,2014,2008,Henry Ford Academy,48121,42.32207206,-83.17628924
Henry Ford Academy (82926),4-Year,2012,106,98,5,3,0.9151,0.0189,2012,2008,Henry Ford Academy,48121,42.32207206,-83.17628924
Henry Ford Academy (82926),4-Year,2013,122,117,5,0,0.959,0,2013,2009,Henry Ford Academy,48121,42.32207206,-83.17628924
Henry Ford Academy (82926),5-Year,2008,116,112,-1,5,0.9569,0.0345,2009,2004,Henry Ford Academy,48121,42.32207206,-83.17628924
Henry Ford Academy (82926),5-Year,2011,99,90,-1,10,0.899,0.101,2012,2007,Henry Ford Academy,48121,42.32207206,-83.17628924
Henry Ford Academy (82926),6-Year,2007,109,104,-1,6,0.9541,0.0459,2009,2003,Henry Ford Academy,48121,42.32207206,-83.17628924
Henry Ford Academy (82926),5-Year,2013,118,117,-1,2,0.9915,0.0085,2014,2009,Henry Ford Academy,48121,42.32207206,-83.17628924
Henry Ford Academy (82926),6-Year,2013,118,117,-1,2,0.9915,0.0085,2015,2009,Henry Ford Academy,48121,42.32207206,-83.17628924
Henry Ford Academy (82926),4-Year,2009,106,97,6,3,0.9057,0.0283,2009,2005,Henry Ford Academy,48121,42.32207206,-83.17628924
Henry Ford Academy (82926),4-Year,2011,108,85,9,14,0.787,0.1296,2011,2007,Henry Ford Academy,48121,42.32207206,-83.17628924
Henry Ford Academy (82926),6-Year,2009,104,99,-1,6,0.9519,0.0481,2011,2005,Henry Ford Academy,48121,42.32207206,-83.17628924
